"actor1geo_countrycode","actor2geo_countrycode","cnt"
"AQ","IN","16"
"TZ","ES","16"
"FJ","ML","16"
"BH","AA","16"
"BA","NH","16"
"PL","GZ","16"
"SY","MZ","16"
"CU","BT","16"
"MV","GH","16"
"LT","KS","16"
"KG","PO","16"
"FJ","EZ","16"
"WS","KS","16"
"AC","GM","16"
"CU","GQ","16"
"FG","GT","16"
"BG","OS","16"
"CM","HA","16"
"BE","EK","16"
"TP","BN","16"
"SI","VM","16"
"AO","FM","16"
"LT","AE","16"
"SU","BK","16"
"HO","BU","16"
"NP","LG","16"
"NL","FP","16"
"FM","GV","16"
"CI","TZ","16"
"MC","EI","16"
"MD","HA","16"
"AL","CQ","16"
"CG","MN","16"
"CS","SO","16"
"BN","AS","16"
"JM","CV","16"
"PA","EZ","16"
"IZ","PA","16"
"UZ","TS","16"
"MD","FM","16"
"TD","MB","16"
"VE","BY","16"
"MK","WA","16"
"ML","KZ","16"
"ID","SI","16"
"MV","LE","16"
"SO","TT","16"
"VI","NL","16"
"HA","SN","16"
"LU","UZ","16"
"GV","TT","16"
"HO","SA","16"
"BG","WS","16"
"RW","RO","16"
"GT","MI","16"
"CG","VT","16"
"TS","CB","16"
"SO","RB","16"
"PP","NS","16"
"FM","WE","16"
"BF","SY","16"
"ZI","BA","16"
"WZ","GJ","16"
"GP","JM","16"
"KV","ET","16"
"IV","SE","16"
"FI","CM","16"
"BF","ZI","16"
"SN","IV","16"
"NG","CN","16"
"VI","VQ","16"
"CB","MD","16"
"HU","CD","16"
"LG","BA","16"
"NS","BU","16"
"CO","EN","16"
"EZ","MB","16"
"NI","SI","16"
"JE","LY","16"
"NU","CY","16"
"CF","BU","16"
"SF","NS","16"
"MP","FM","16"
"GL","UP","16"
"SN","WZ","16"
"NU","ML","16"
"CD","NO","16"
"BO","KV","16"
"NG","BX","16"
"CQ","TN","16"
"KZ","EK","16"
"OS","LU","16"
"YM","GB","16"
"LI","FJ","16"
"YM","MP","16"
"UV","SN","16"
"LT","SZ","16"
"MG","AG","16"
"TU","BP","16"
"LH","KU","16"
"SA","PP","16"
"MV","TX","16"
"IN","MR","16"
"EK","CV","16"
"NZ","GK","16"
"CD","BA","16"
"KE","UZ","16"
"RW","AJ","16"
"TO","KS","16"
"AM","CT","16"
"GV","CE","16"
"MX","ML","16"
"TT","LI","16"
"BD","MH","16"
"EN","LY","16"
"AS","HQ","16"
"ML","FM","16"
"GH","RB","16"
"MY","PG","16"
"HK","LU","16"
"AJ","TD","16"
"DJ","CT","16"
"BF","VM","16"
"MJ","SW","16"
"RO","RW","16"
"FP","NL","16"
"BE","MV","16"
"BB","GP","16"
"MZ","NP","16"
"VE","GQ","16"
"ZA","BM","16"
"MY","IC","15"
"FJ","CM","15"
"LT","VM","15"
"TT","EG","15"
"NH","MO","15"
"EK","PU","15"
"NZ","RI","15"
"VM","TN","15"
"TI","MN","15"
"GP","GM","15"
"SG","PM","15"
"MY","LG","15"
"CJ","DA","15"
"LI","BB","15"
"EZ","BP","15"
"CD","PE","15"
"MT","GK","15"
"BL","GJ","15"
"GA","KS","15"
"IV","VE","15"
"PE","CD","15"
"KV","NI","15"
"LH","ET","15"
"CE","WS","15"
"GM","ST","15"
"ER","CB","15"
"RB","ER","15"
"WA","OC","15"
"CD","LH","15"
"MT","SG","15"
"DO","CI","15"
"ML","FI","15"
"SE","SG","15"
"SO","WZ","15"
"CV","DJ","15"
"JO","TD","15"
"DR","ET","15"
"CA","FG","15"
"JE","YM","15"
"TW","BD","15"
"JE","MT","15"
"LU","UV","15"
"GB","OD","15"
"TL","PS","15"
"AF","SH","15"
"DO","RS","15"
"HA","VI","15"
"BD","CD","15"
"BU","SL","15"
"VE","MJ","15"
"NL","GP","15"
"CF","BT","15"
"SU","LU","15"
"LS","AM","15"
"CE","GB","15"
"KZ","UY","15"
"YI","SU","15"
"CO","CJ","15"
"SW","BB","15"
"PK","RM","15"
"GR","AC","15"
"CV","CD","15"
"VE","MK","15"
"VM","GY","15"
"SG","GZ","15"
"CS","BU","15"
"OS","GI","15"
"SE","VT","15"
"RM","TL","15"
"BY","ES","15"
"RB","GG","15"
"SY","SE","15"
"UY","VT","15"
"BT","ML","15"
"CB","UV","15"
"ID","CN","15"
"CE","KV","15"
"BN","FI","15"
"GR","MP","15"
"MX","EK","15"
"KN","EC","15"
"BC","KU","15"
"OD","WZ","15"
"JE","AM","15"
"SM","FR","15"
"MN","KE","15"
"PE","MD","15"
"WA","TP","15"
"GL","NI","15"
"HU","BD","15"
"KS","TP","15"
"LH","KE","15"
"TX","EN","15"
"LG","RP","15"
"RB","MG","15"
"DJ","TO","15"
"GA","LT","15"
"DO","WS","15"
"NF","NZ","15"
"SM","HR","15"
"FI","SM","15"
"NO","BN","15"
"TD","KZ","15"
"DA","BX","15"
"FM","BC","15"
"RI","NZ","15"
"CN","LI","15"
"VE","FJ","15"
"JO","MJ","15"
"RW","HO","15"
"MP","SY","15"
"EZ","FJ","15"
"TZ","KZ","15"
"VI","MT","15"
"NR","SU","15"
"DA","MR","15"
"SW","LT","15"
"UG","TI","15"
"NI","TT","15"
"FM","LO","15"
"MT","AN","15"
"TO","DA","15"
"BN","MX","15"
"GT","TS","15"
"TI","VE","15"
"EN","TS","15"
"KV","GG","15"
"LO","KV","15"
"VE","SE","15"
"CI","TS","15"
"WI","ZI","15"
"PK","GI","15"
"LY","AC","15"
"DA","BB","15"
"AL","NZ","15"
"RB","CO","15"
"BN","JM","15"
"GV","GY","15"
"ET","LH","15"
"VI","LU","15"
"BB","JO","15"
"WA","BF","15"
"EI","PP","15"
"HR","RQ","15"
"WE","GY","15"
"BH","MP","15"
"DJ","EI","15"
"MA","NP","15"
"WI","TZ","15"
"ES","NS","15"
"CF","PL","15"
"FJ","KN","15"
"MT","CJ","15"
"UY","CB","15"
"AA","FR","15"
"RP","MK","15"
"SY","BB","15"
"KE","GJ","15"
"HA","KU","15"
"LU","IV","15"
"GR","BT","15"
"ZI","GY","15"
"CV","CM","15"
"RM","NO","15"
"AF","PU","15"
"SI","PE","15"
"CB","CM","15"
"GJ","CJ","15"
"TU","BT","15"
"RM","SN","15"
"RW","MD","15"
"GV","AU","15"
"RQ","LO","15"
"PP","AO","15"
"GT","FG","15"
"BA","IC","15"
"SE","VI","15"
"UY","GR","15"
"ZI","BF","15"
"GP","SF","15"
"EK","MA","15"
"SI","TH","15"
"DA","WZ","15"
"MD","MX","15"
"CY","BF","15"
"AM","AN","15"
"DJ","IV","15"
"ES","GR","15"
"PO","FM","15"
"CO","VQ","15"
"HO","AU","15"
"EC","BD","15"
"KS","WS","15"
"MP","AJ","15"
"FJ","GT","15"
"LH","RW","15"
"RB","SU","15"
"TX","CE","15"
"TN","AE","15"
"MX","GQ","15"
"SF","EN","15"
"UZ","CM","15"
"PU","SO","15"
"KU","BL","15"
"CG","CQ","15"
"MA","AU","15"
"CU","GZ","15"
"CA","AN","15"
"MN","PL","15"
"GR","BC","15"
"ML","PE","15"
"BY","GR","15"
"CT","EI","15"
"WE","SO","15"
"CT","JO","15"
"GJ","KE","15"
"VM","LT","15"
"LY","MN","15"
"GR","ML","15"
"LI","HU","15"
"GT","YM","15"
"UV","SW","15"
"WA","TW","15"
"TD","MA","15"
"CI","MV","15"
"ZA","AL","15"
"UV","BU","15"
"AN","IS","15"
"ZI","MU","15"
"MZ","UP","15"
"ZI","LU","15"
"MC","MX","15"
"UY","DA","15"
"AC","NL","15"
"SE","KR","15"
"MT","GG","15"
"EK","SN","15"
"CD","NZ","15"
"GA","UP","15"
"KN","WZ","15"
"JA","ST","15"
"SU","YI","15"
"GK","RS","15"
"LS","GR","15"
"RB","RQ","15"
"CG","GT","15"
"BN","EI","15"
"TH","BH","15"
"LI","MP","15"
"KZ","HA","15"
"PM","EN","15"
"PL","TO","15"
"GQ","GH","15"
"MA","SY","15"
"CV","EK","15"
"BK","MD","15"
"BX","AR","15"
"TS","TW","15"
"BH","AV","15"
"BB","IZ","15"
"CE","UY","15"
"RB","CI","15"
"LA","EC","15"
"SZ","BH","15"
"SE","TD","15"
"MG","IC","15"
"SI","NI","15"
"CU","PP","15"
"TZ","BA","15"
"BL","LE","15"
"WA","TT","15"
"GQ","TN","15"
"MJ","SA","15"
"CJ","GJ","15"
"FO","BE","15"
"GA","OS","15"
"CW","SN","15"
"JE","NU","15"
"LE","HO","15"
"CI","MU","15"
"UY","CE","15"
"WA","CN","15"
"ET","GY","15"
"QA","BY","15"
"RS","PS","15"
"MK","KG","15"
"GL","SP","15"
"HO","ET","15"
"ZI","BL","15"
"KN","TP","15"
"BN","MY","15"
"AU","GA","15"
"HO","TO","15"
"GQ","QA","15"
"LU","FM","15"
"CA","NH","15"
"CD","BD","15"
"PU","UG","15"
"BF","UG","15"
"AU","OD","15"
"IT","FP","15"
"AJ","MP","15"
"PA","TH","15"
"RO","SL","15"
"ML","AL","15"
"ES","SA","15"
"SA","ES","15"
"ZI","ES","15"
"CB","TS","15"
"TU","WZ","15"
"BP","NP","15"
"GJ","SO","15"
"PC","AS","15"
"BB","CE","15"
"CI","VC","15"
"MA","TD","15"
"SA","RM","15"
"NG","VM","15"
"AU","WI","15"
"CT","TS","15"
"SE","LO","15"
"WS","MP","15"
"SE","IV","15"
"NG","AU","15"
"PA","UV","15"
"MV","SU","15"
"BT","CF","15"
"PO","WI","15"
"CN","PK","15"
"GB","SO","15"
"NG","HA","15"
"CQ","AR","15"
"KG","DR","15"
"GI","SA","15"
"PP","BM","15"
"SL","AM","15"
"BL","AL","15"
"AR","GG","15"
"LA","AG","15"
"NP","JM","15"
"CB","GQ","15"
"MD","TS","15"
"OS","IC","15"
"AO","LH","15"
"MK","UZ","15"
"PU","SA","15"
"AV","BH","15"
"MA","EK","15"
"PK","MD","15"
"HO","CF","15"
"NO","CV","15"
"VC","SY","15"
"RI","CF","15"
"AV","IN","15"
"BT","KG","15"
"BB","NO","15"
"SV","SW","15"
"PK","BN","15"
"UP","SE","15"
"IV","CN","15"
"SP","CJ","15"
"KR","ZI","15"
"JE","HU","15"
"MT","JE","15"
"TT","EZ","15"
"SY","BN","15"
"KR","SE","15"
"HO","TP","15"
"MG","BA","15"
"MD","CB","15"
"ER","HR","15"
"QA","BC","15"
"TX","PO","15"
"HU","LI","15"
"GG","WE","15"
"GB","BG","15"
"MJ","NU","15"
"RW","CI","15"
"GH","KZ","15"
"BK","SG","15"
"GZ","AM","15"
"MN","SY","15"
"KE","RM","15"
"CB","JE","15"
"YI","SY","15"
"GY","RI","15"
"VE","NR","15"
"GB","PK","15"
"PP","SP","15"
"PE","GZ","15"
"AE","UV","15"
"RP","TO","15"
"DJ","CV","15"
"DA","CD","15"
"VM","NC","15"
"CM","MT","15"
"MI","NH","15"
"NC","GQ","15"
"CW","SP","15"
"VE","LG","15"
"TL","AQ","15"
"WE","GG","15"
"SV","EZ","15"
"TO","QA","15"
"LH","TS","15"
"WZ","SA","15"
"MA","PL","15"
"PU","AG","15"
"NS","SF","15"
"AE","BN","15"
"KG","PE","15"
"TI","WA","15"
"CS","MV","15"
"LA","ZI","15"
"MX","MD","15"
"HO","MT","15"
"SP","OD","15"
"RM","KS","15"
"AL","ML","15"
"MG","MU","15"
"RO","ER","15"
"BL","ZI","15"
"SI","AG","15"
"GT","SN","15"
"WI","MT","15"
"VI","SP","15"
"SW","GB","15"
"ER","BU","15"
"BF","SW","15"
"CV","MP","15"
"RW","BO","15"
"SO","BD","15"
"GT","HU","15"
"LO","FM","15"
"PA","KZ","15"
"BY","ID","15"
"AO","OS","15"
"OS","BA","15"
"EG","BD","15"
"NU","MJ","15"
"CQ","GZ","15"
"BD","HK","15"
"DA","JE","15"
"NO","EK","15"
"CJ","IS","15"
"PP","AQ","15"
"GG","MU","15"
"AR","OC","15"
"NT","DA","15"
"KE","RI","15"
"HO","RM","15"
"VT","QA","15"
"GH","LA","14"
"RM","BR","14"
"PA","BP","14"
"KN","MD","14"
"ER","BO","14"
"RW","NU","14"
"KR","VM","14"
"GV","CI","14"
"WS","MT","14"
"AR","EN","14"
"SA","NS","14"
"FP","NR","14"
"AN","IT","14"
"AG","ES","14"
"SN","MI","14"
"WS","DA","14"
"EN","PE","14"
"IT","ST","14"
"GR","BH","14"
"GT","SA","14"
"IC","MI","14"
"AL","ET","14"
"GI","SW","14"
"DR","MB","14"
"JE","AL","14"
"YI","SF","14"
"GJ","AU","14"
"BB","LI","14"
"NZ","RB","14"
"BF","CY","14"
"BX","MC","14"
"TS","CI","14"
"MJ","FI","14"
"PL","GA","14"
"FP","CI","14"
"ES","UP","14"
"GK","NL","14"
"CO","WA","14"
"MR","MI","14"
"CN","UK","14"
"GZ","FM","14"
"GA","DJ","14"
"RW","KV","14"
"FM","HK","14"
"TI","FJ","14"
"MZ","CY","14"
"OC","SZ","14"
"GV","HU","14"
"NZ","CD","14"
"VI","CY","14"
"PM","EZ","14"
"PU","PK","14"
"GT","GR","14"
"MI","GJ","14"
"KZ","SL","14"
"CQ","TI","14"
"GV","MU","14"
"GR","GY","14"
"MV","PO","14"
"UG","GG","14"
"RI","KN","14"
"BA","CI","14"
"DA","GY","14"
"GQ","PP","14"
"KZ","GH","14"
"TD","JO","14"
"MU","MI","14"
"HA","KZ","14"
"GH","UY","14"
"CS","UV","14"
"PO","TX","14"
"BK","BA","14"
"CS","LA","14"
"ET","TX","14"
"UG","OC","14"
"CJ","LS","14"
"LA","CS","14"
"NS","ES","14"
"DR","NP","14"
"DR","KU","14"
"IC","TX","14"
"MN","IZ","14"
"BU","PM","14"
"MT","CM","14"
"QA","GQ","14"
"AM","HA","14"
"RB","RW","14"
"KS","WI","14"
"TU","WS","14"
"KU","BC","14"
"FI","OD","14"
"BT","FJ","14"
"UY","SE","14"
"EZ","MP","14"
"VT","LA","14"
"GM","EK","14"
"GT","KZ","14"
"RM","BG","14"
"MY","BN","14"
"PS","SZ","14"
"AJ","GA","14"
"NP","EN","14"
"KN","WE","14"
"VI","SN","14"
"NP","BP","14"
"KS","NC","14"
"HK","MZ","14"
"BY","LU","14"
"GM","MH","14"
"TT","NR","14"
"GJ","TH","14"
"BX","DA","14"
"NR","SZ","14"
"AE","BH","14"
"GB","VM","14"
"PL","TT","14"
"BU","HK","14"
"RO","DR","14"
"GY","NZ","14"
"CT","GG","14"
"LG","AR","14"
"PM","NP","14"
"PU","JA","14"
"RQ","FI","14"
"GV","BC","14"
"WS","KE","14"
"BF","MH","14"
"NH","GH","14"
"RQ","MO","14"
"IZ","WZ","14"
"UG","PP","14"
"FM","MZ","14"
"ZA","TT","14"
"VQ","SP","14"
"JE","EN","14"
"PM","MB","14"
"DA","RQ","14"
"PS","RS","14"
"BK","CU","14"
"DJ","TH","14"
"BG","NR","14"
"TO","AF","14"
"LE","TD","14"
"CV","SE","14"
"MD","PE","14"
"MC","PA","14"
"GQ","NC","14"
"HO","RW","14"
"IV","HU","14"
"CH","SH","14"
"GH","OC","14"
"NI","BD","14"
"CM","BX","14"
"HK","CY","14"
"AM","BK","14"
"OC","RW","14"
"TO","RM","14"
"CD","MV","14"
"GG","TV","14"
"MJ","AS","14"
"HU","JE","14"
"CN","CD","14"
"BC","GR","14"
"BT","SA","14"
"MK","SF","14"
"HU","MA","14"
"FP","SW","14"
"VM","WZ","14"
"EN","PM","14"
"ST","JA","14"
"PE","SL","14"
"RP","GG","14"
"GJ","UP","14"
"HU","LS","14"
"AC","MB","14"
"CO","LU","14"
"RI","YM","14"
"ES","SE","14"
"PA","SA","14"
"SA","MA","14"
"SO","LT","14"
"AN","LE","14"
"CO","OC","14"
"BA","GG","14"
"JE","EZ","14"
"PM","RI","14"
"AG","MG","14"
"MY","OD","14"
"BK","BO","14"
"CN","ID","14"
"AG","MB","14"
"AL","UV","14"
"SA","PA","14"
"HK","GI","14"
"CM","CN","14"
"GZ","NZ","14"
"GY","MV","14"
"CY","BH","14"
"VI","ST","14"
"MG","NU","14"
"LO","UY","14"
"IC","NU","14"
"MH","KE","14"
"CB","PS","14"
"ZI","KR","14"
"TP","UK","14"
"FJ","BT","14"
"ES","SO","14"
"BK","SL","14"
"GM","FP","14"
"BU","GJ","14"
"AM","GJ","14"
"EI","MA","14"
"GQ","LE","14"
"UZ","DR","14"
"GB","PE","14"
"IN","BK","14"
"SO","BF","14"
"CI","UV","14"
"HK","GQ","14"
"CS","KN","14"
"TS","MA","14"
"AJ","RW","14"
"PE","KG","14"
"DR","KG","14"
"MI","MR","14"
"SA","BY","14"
"IN","PU","14"
"LI","AM","14"
"BT","UP","14"
"PU","TU","14"
"NH","DA","14"
"MX","VC","14"
"NR","TO","14"
"NH","CE","14"
"MK","ID","14"
"BH","SY","14"
"RS","VQ","14"
"SA","IC","14"
"ES","BG","14"
"EI","AN","14"
"NE","UK","14"
"HR","ZI","14"
"BG","KR","14"
"VQ","CH","14"
"RP","MJ","14"
"YM","IV","14"
"EK","SE","14"
"NL","WS","14"
"WE","BX","14"
"ID","GJ","14"
"AC","GR","14"
"GG","AR","14"
"MG","CO","14"
"CF","HO","14"
"LA","UP","14"
"MO","TP","14"
"MU","ES","14"
"VI","EI","14"
"DJ","LT","14"
"YI","EG","14"
"WI","MY","14"
"HO","VI","14"
"IC","SA","14"
"CM","LT","14"
"SZ","GJ","14"
"PE","EN","14"
"RI","HA","14"
"LO","ZA","14"
"MI","RO","14"
"LS","EI","14"
"JM","GP","14"
"BB","SY","14"
"LE","MP","14"
"PP","KE","14"
"OS","ER","14"
"LA","VE","14"
"TV","CE","14"
"CE","BN","14"
"CB","ES","14"
"CG","EK","14"
"CE","TN","14"
"MG","YM","14"
"LO","GJ","14"
"SO","KV","14"
"FJ","HA","14"
"WZ","TD","14"
"EI","MJ","14"
"MN","LO","14"
"UZ","ET","14"
"MD","KS","14"
"PM","BU","14"
"BK","LH","14"
"SH","AF","14"
"WA","GJ","14"
"VT","GT","14"
"WS","TU","14"
"IR","SH","14"
"AM","SL","14"
"BC","AR","14"
"JM","AJ","14"
"LE","EK","14"
"BU","BL","14"
"PL","MA","14"
"MR","MP","14"
"YM","CM","14"
"TN","KS","14"
"SN","GG","14"
"UG","MD","14"
"CD","DA","14"
"CQ","OD","14"
"CW","BF","14"
"SE","CG","14"
"ES","BO","14"
"EK","UP","14"
"QA","MC","14"
"PM","ET","14"
"ML","MU","14"
"NP","DJ","14"
"SO","PE","14"
"AA","CJ","14"
"KU","TO","14"
"CU","KV","14"
"LT","GJ","14"
"MA","SL","14"
"BG","ER","14"
"ID","BY","14"
"UV","JO","14"
"CF","EZ","14"
"UG","WE","14"
"TO","CB","14"
"CD","FI","14"
"ET","KG","14"
"PA","RO","14"
"LA","GH","14"
"IR","TN","14"
"OD","MX","14"
"SF","GL","14"
"MJ","ID","14"
"BC","BF","14"
"IV","JM","14"
"FM","MV","14"
"KS","KV","14"
"GG","UG","14"
"TS","TI","14"
"GA","YM","14"
"IN","RE","14"
"CO","MI","14"
"BG","DR","14"
"GZ","CU","14"
"MV","CI","14"
"PP","KN","14"
"BU","HO","14"
"ID","BH","14"
"WA","GR","14"
"CA","NR","14"
"AU","BX","14"
"BC","GV","14"
"FR","VI","14"
"SL","GJ","14"
"SU","CI","14"
"TD","CY","14"
"ES","GY","14"
"MN","NO","14"
"BK","AR","14"
"VI","GY","14"
"BG","UV","14"
"SO","WI","14"
"KR","BG","14"
"BF","AF","14"
"OD","CQ","14"
"TD","TW","14"
"FG","CA","14"
"TD","UP","14"
"CA","VI","14"
"GT","LY","14"
"KG","MK","14"
"BK","EN","14"
"VE","IV","14"
"ES","SG","14"
"NU","BG","14"
"TT","MO","14"
"NS","IT","14"
"FO","BD","14"
"ZA","TD","14"
"HO","SU","14"
"FP","RS","14"
"UY","GH","14"
"AE","CT","14"
"UY","UG","14"
"RQ","CY","14"
"HR","ER","14"
"IT","AY","14"
"GI","IN","14"
"JE","HO","14"
"NR","FP","14"
"BY","CO","14"
"NO","MP","14"
"TS","GG","14"
"RQ","DA","14"
"RW","EZ","14"
"IN","AQ","14"
"HU","HO","14"
"MO","NH","14"
"VM","MI","14"
"GM","DO","14"
"ZI","WE","14"
"MY","CW","14"
"VT","BH","14"
"GM","CJ","14"
"CM","FJ","14"
"RB","KE","14"
"KN","PU","14"
"WI","NZ","14"
"CI","GZ","14"
"RQ","BG","14"
"MO","HO","14"
"NG","MT","14"
"RQ","FJ","14"
"GI","CV","14"
"MZ","AJ","14"
"TO","LE","14"
"PE","MV","14"
"LA","LY","14"
"AU","UV","14"
"CQ","VE","14"
"RQ","AV","14"
"FI","BN","14"
"CO","IV","14"
"OC","GL","14"
"TV","BH","14"
"CV","VE","14"
"BE","NS","14"
"GJ","BL","14"
"VM","KR","14"
"NP","BC","14"
"NO","WZ","14"
"LA","CF","14"
"PP","AJ","14"
"LU","YI","14"
"CM","CV","14"
"TT","ZI","14"
"CY","CO","14"
"MC","BX","14"
"BY","LE","14"
"PK","GB","14"
"TT","CF","14"
"BD","FO","14"
"KN","BF","14"
"EK","JA","14"
"US","TL","14"
"UY","RI","14"
"PE","MA","14"
"MI","PU","14"
"EC","MU","14"
"WZ","SO","14"
"WZ","OD","14"
"AQ","VM","14"
"GG","MY","14"
"TT","ZA","14"
"NZ","NG","14"
"MK","CU","14"
"CE","NH","14"
"ZI","MK","14"
"PC","UK","14"
"OS","ET","14"
"CS","FM","14"
"AR","OD","14"
"ZA","EN","14"
"EK","MY","14"
"LE","AN","14"
"SU","NR","14"
"AE","NU","14"
"BC","QA","14"
"VI","SE","14"
"SN","NH","14"
"IC","AO","14"
"ID","TV","14"
"QA","MJ","14"
"UY","BH","14"
"MA","TS","14"
"PE","AL","14"
"JE","PM","14"
"MI","UP","14"
"ES","AC","14"
"GJ","SL","14"
"MX","GZ","14"
"EC","SL","14"
"TH","GG","14"
"AO","PP","14"
"AU","HO","14"
"LG","VE","14"
"GL","IT","14"
"BB","SC","14"
"GH","GQ","14"
"SO","RQ","14"
"CB","JM","14"
"MX","CV","14"
"VT","OD","14"
"VE","CQ","14"
"SF","NH","14"
"HR","LI","14"
"CD","CV","14"
"SP","VI","14"
"GG","KE","14"
"NL","GK","13"
"FI","GZ","13"
"AA","GY","13"
"NP","KR","13"
"BB","BG","13"
"MX","BC","13"
"EZ","MV","13"
"FG","LU","13"
"CF","TT","13"
"DR","SN","13"
"AM","GZ","13"
"OS","SI","13"
"NI","MN","13"
"PA","IZ","13"
"PP","AG","13"
"KT","BG","13"
"PL","MR","13"
"BN","AE","13"
"BF","NU","13"
"GA","CN","13"
"SW","GJ","13"
"TS","EN","13"
"MY","RB","13"
"WZ","SN","13"
"UV","RP","13"
"MG","OS","13"
"IS","AN","13"
"CG","AE","13"
"NG","UP","13"
"NP","CM","13"
"PP","PL","13"
"ZI","LH","13"
"VQ","RP","13"
"KU","MA","13"
"LA","AM","13"
"BL","JO","13"
"BC","RO","13"
"SO","LU","13"
"SP","GP","13"
"SE","MG","13"
"NU","RW","13"
"BA","DR","13"
"DA","GV","13"
"WA","CS","13"
"TH","CW","13"
"SP","MC","13"
"TX","CY","13"
"BP","BX","13"
"GL","SY","13"
"HO","EZ","13"
"ZI","OC","13"
"AJ","MZ","13"
"MZ","MT","13"
"MD","RW","13"
"MR","DA","13"
"KZ","UV","13"
"AF","UV","13"
"UP","GL","13"
"GR","SM","13"
"BO","JE","13"
"GJ","MI","13"
"CO","RB","13"
"CI","MI","13"
"LG","HK","13"
"GQ","CW","13"
"TT","PL","13"
"HK","WS","13"
"BU","CM","13"
"MV","PS","13"
"OC","VE","13"
"BD","HU","13"
"LU","GZ","13"
"UP","BL","13"
"TH","NC","13"
"PA","LU","13"
"SM","JA","13"
"WI","CD","13"
"OC","CG","13"
"KZ","TZ","13"
"MP","NG","13"
"GH","SI","13"
"LG","LA","13"
"IT","SH","13"
"GJ","TV","13"
"CI","GV","13"
"ST","DR","13"
"CI","IV","13"
"SM","AL","13"
"LG","YI","13"
"MP","IV","13"
"NU","KZ","13"
"KS","MR","13"
"HO","MO","13"
"WZ","AJ","13"
"SW","SV","13"
"LU","BX","13"
"IN","WS","13"
"LS","MX","13"
"BX","MT","13"
"PP","CM","13"
"KU","JM","13"
"FJ","NS","13"
"WI","IV","13"
"SY","OC","13"
"SH","CH","13"
"OC","BL","13"
"PS","CB","13"
"BT","GR","13"
"MV","PE","13"
"ZI","CS","13"
"CG","RO","13"
"TT","TW","13"
"GZ","CI","13"
"UV","AU","13"
"SN","TN","13"
"TD","SG","13"
"GY","ML","13"
"ZA","RI","13"
"WZ","KS","13"
"TT","FM","13"
"CH","VQ","13"
"BK","OS","13"
"BU","MP","13"
"CS","SA","13"
"UV","ES","13"
"GY","DA","13"
"YM","LU","13"
"HO","SN","13"
"DJ","LI","13"
"TH","FP","13"
"HK","JM","13"
"LE","GT","13"
"WS","NI","13"
"IZ","BH","13"
"RM","IR","13"
"LY","HO","13"
"WZ","TO","13"
"CJ","ID","13"
"CN","IN","13"
"NP","WE","13"
"BG","BF","13"
"CN","GB","13"
"TU","LS","13"
"MR","FM","13"
"GH","DO","13"
"CG","RB","13"
"MD","BK","13"
"RB","NZ","13"
"PS","IT","13"
"QA","GY","13"
"JM","NP","13"
"UP","BY","13"
"AR","BK","13"
"BC","FM","13"
"CT","DJ","13"
"AV","KE","13"
"CD","SI","13"
"BX","LU","13"
"AR","PS","13"
"CF","MV","13"
"QA","TT","13"
"NH","SN","13"
"NR","LE","13"
"CY","BX","13"
"BC","OC","13"
"BK","TH","13"
"KN","MJ","13"
"TH","SL","13"
"NH","NI","13"
"BU","CV","13"
"LT","BG","13"
"SM","GR","13"
"NP","GQ","13"
"EI","CT","13"
"SY","BD","13"
"ID","KV","13"
"WS","CQ","13"
"PK","MH","13"
"RW","HK","13"
"FR","VQ","13"
"MK","AG","13"
"IN","FG","13"
"TI","SG","13"
"FI","BC","13"
"DO","GT","13"
"HA","PS","13"
"NS","FJ","13"
"GI","IR","13"
"NH","SE","13"
"KG","NU","13"
"SL","PE","13"
"EC","LI","13"
"GH","MG","13"
"NH","MI","13"
"JE","KN","13"
"BO","OD","13"
"CN","CM","13"
"BH","HR","13"
"SL","LH","13"
"TW","CF","13"
"KZ","ML","13"
"NU","KG","13"
"LU","CG","13"
"CI","WI","13"
"OD","AR","13"
"DA","WS","13"
"LT","FI","13"
"GQ","CU","13"
"IV","AJ","13"
"BM","PP","13"
"GQ","NP","13"
"HR","FJ","13"
"WZ","CN","13"
"FJ","DA","13"
"FI","SL","13"
"NP","CG","13"
"EN","AG","13"
"AC","MO","13"
"CI","GJ","13"
"UY","BC","13"
"CF","RI","13"
"PU","IN","13"
"PL","MZ","13"
"TD","AJ","13"
"RQ","FM","13"
"EN","ZA","13"
"GJ","AO","13"
"MD","VE","13"
"SM","TU","13"
"CI","GG","13"
"BB","PK","13"
"KU","PA","13"
"VT","KU","13"
"FG","BH","13"
"MN","NI","13"
"GA","EZ","13"
"BA","SL","13"
"SZ","ST","13"
"AG","SI","13"
"LS","TU","13"
"CW","AQ","13"
"LQ","","13"
"BG","BB","13"
"MK","CE","13"
"MX","ER","13"
"MR","NO","13"
"SG","SE","13"
"TV","SN","13"
"HU","GV","13"
"GV","BM","13"
"TP","WA","13"
"AR","NH","13"
"AR","NG","13"
"DO","IT","13"
"GJ","QA","13"
"PU","CT","13"
"GT","BA","13"
"RS","FP","13"
"AR","ML","13"
"FI","FJ","13"
"RQ","MT","13"
"JM","TS","13"
"GH","WS","13"
"CA","SH","13"
"SN","RM","13"
"BF","PK","13"
"HU","BX","13"
"GL","CJ","13"
"GV","EC","13"
"MB","FG","13"
"MN","RB","13"
"BD","CS","13"
"MG","RW","13"
"TT","UG","13"
"LG","MP","13"
"BH","TV","13"
"ZA","HO","13"
"TN","MA","13"
"PS","CE","13"
